label,timestamp,duration,pkg,dram,socket
bar,1708602622.7206118,162877.307,3163322.0,294005.0,0
bar,1708602622.9793663,226854.784,5158800.0,117676.0,0
bar,1708602623.5026217,327724.046,6973248.0,857054.0,0
bar,1708602623.9912605,172596.704,2783318.0,407348.0,0
bar,1708602624.3013463,103581.748,2543451.0,206725.0,0
bar,1708602624.4136546,67979.583,1724300.0,57312.0,0
bar,1708602624.5662231,26069.856,509276.0,11841.0,0
bar,1708602624.5961902,28225.764,553893.0,24231.0,0
bar,1708602624.8908494,57662.338,1122861.0,32654.0,0
bar,1708602629.0534282,28220.799,906675.0,15869.0,0
bar,1708602629.0890393,64978.665,1563106.0,45532.0,0
bar,1708602629.1800425,48079.919,870359.0,34301.0,0
bar,1708602629.2466474,70849.291,1610104.0,57067.0,0
bar,1708602629.4233596,162952.681,2855035.0,292541.0,0
bar,1708602629.684145,219247.263,4164601.0,106628.0,0
bar,1708602630.2050164,328843.759,6751203.0,871092.0,0
bar,1708602630.6986222,180084.818,2839897.0,427307.0,0
bar,1708602631.015234,103708.53,1733333.0,203613.0,0
bar,1708602631.1277442,69553.81,2244257.0,58410.0,0
bar,1708602631.2820835,26436.058,383239.0,12329.0,0
bar,1708602631.3124108,28342.89,621153.0,25818.0,0
bar,1708602631.6078393,58026.721,1143734.0,32593.0,0
bar,1708602635.812643,26654.664,502562.0,13916.0,0
bar,1708602635.8465414,67735.986,1532528.0,44739.0,0
bar,1708602635.9432094,50526.621,1560787.0,35645.0,0
bar,1708602636.0147305,78405.355,1837214.0,58716.0,0
bar,1708602636.1966367,174260.309,3514822.0,313781.0,0
bar,1708602636.4734073,226773.298,5148242.0,107117.0,0
bar,1708602636.996863,347791.895,7021283.0,888792.0,0
bar,1708602637.5070863,173379.427,2890312.0,410156.0,0
bar,1708602637.8198428,103852.004,2857902.0,204040.0,0
bar,1708602637.9325309,67330.407,1260433.0,57556.0,0
bar,1708602638.0850365,26570.327,811827.0,13794.0,0
bar,1708602638.115668,28372.961,552672.0,25634.0,0
bar,1708602638.410675,58719.815,1072690.0,32470.0,0
bar,1708602642.609873,26212.794,793760.0,12268.0,0
bar,1708602642.6446178,64330.585,1378963.0,44067.0,0
bar,1708602642.7350636,49064.835,1297177.0,34423.0,0
bar,1708602642.8028471,75157.132,1987178.0,64026.0,0
bar,1708602642.9848046,166594.654,3313468.0,302856.0,0
bar,1708602643.2462847,231758.273,4653187.0,109313.0,0
bar,1708602643.7749703,332109.436,6352034.0,876646.0,0
bar,1708602644.2667196,176924.517,2043512.0,416320.0,0
bar,1708602644.5813508,104698.673,1910823.0,205993.0,0
bar,1708602644.6957638,67962.696,1274045.0,58960.0,0
bar,1708602644.8488345,26015.657,354430.0,11902.0,0
bar,1708602644.8789637,28576.118,405334.0,26001.0,0
bar,1708602645.1657019,57881.703,1575923.0,31372.0,0
bar,1708602649.3169456,29767.418,521239.0,17761.0,0
bar,1708602649.3564162,61272.593,1687191.0,36255.0,0
bar,1708602649.4439952,48566.844,1067014.0,34790.0,0
bar,1708602649.5110803,74011.55,1736873.0,60547.0,0
bar,1708602649.6908436,159693.693,3092521.0,275268.0,0
bar,1708602649.9569075,219812.909,4868884.0,104370.0,0
bar,1708602650.478795,329140.501,6648664.0,862181.0,0
bar,1708602650.9727306,178506.083,2546624.0,419738.0,0
bar,1708602651.2885308,104533.945,2667535.0,206543.0,0
bar,1708602651.4021516,69429.354,1241513.0,55603.0,0
bar,1708602651.5566475,25838.891,405761.0,11535.0,0
bar,1708602651.5866947,29323.193,275634.0,27709.0,0
bar,1708602651.878627,58225.12,1600643.0,32226.0,0
bar,1708602656.075779,27390.785,625426.0,14160.0,0
bar,1708602656.1120977,63314.51,1528317.0,41015.0,0
bar,1708602656.2021477,48405.52,723997.0,34363.0,0
bar,1708602656.2695994,73370.319,2050471.0,59387.0,0
bar,1708602656.4486969,166423.103,3434378.0,300597.0,0
bar,1708602656.7159243,231402.69,5426439.0,107910.0,0
bar,1708602657.2505887,330786.62,6820906.0,877378.0,0
bar,1708602657.747536,179421.36,3361258.0,423461.0,0
bar,1708602658.064521,103523.102,2533624.0,200622.0,0
bar,1708602658.1770322,75030.895,1622982.0,66345.0,0
bar,1708602658.3368514,25025.771,203673.0,9094.0,0
bar,1708602658.36565,28218.17,395934.0,23682.0,0
bar,1708602658.6615689,59120.674,1184018.0,32043.0,0
bar,1708602662.9409707,27162.292,448729.0,14160.0,0
bar,1708602662.9754913,64075.696,1417599.0,41382.0,0
bar,1708602663.0662913,48192.155,888120.0,35767.0,0
bar,1708602663.1329446,74523.992,1635799.0,57129.0,0
bar,1708602663.312664,166679.337,3470633.0,302856.0,0
bar,1708602663.5765774,225802.894,5250413.0,104004.0,0
bar,1708602664.1057107,326104.93,7184003.0,862242.0,0
bar,1708602664.5986655,174837.048,2990105.0,412109.0,0
bar,1708602664.9120252,106008.705,2796074.0,213195.0,0
bar,1708602665.027106,75108.248,2175959.0,59814.0,0
bar,1708602665.1873088,25542.871,805052.0,10437.0,0
bar,1708602665.2176943,28613.617,636168.0,26062.0,0
bar,1708602665.511913,58159.286,1548580.0,31921.0,0
bar,1708602669.784835,63900.905,974790.0,94910.0,0
bar,1708602669.8567765,60946.961,1164487.0,32105.0,0
bar,1708602669.9435704,49294.969,707273.0,35034.0,0
bar,1708602670.0116646,74125.147,1239621.0,61768.0,0
bar,1708602670.190749,163842.521,3149284.0,287109.0,0
bar,1708602670.4510806,243759.137,4462574.0,121459.0,0
bar,1708602671.0228374,328482.593,6156723.0,867796.0,0
bar,1708602671.5167668,180147.963,3266349.0,422362.0,0
bar,1708602671.8375342,104162.147,1992549.0,201355.0,0
bar,1708602671.950775,68497.038,1635433.0,51758.0,0
bar,1708602672.104374,26134.334,676879.0,12329.0,0
bar,1708602672.1343575,28556.964,821531.0,26977.0,0
bar,1708602672.4311264,58225.833,1436703.0,32776.0,0
bar,1708602676.723347,27350.071,810056.0,14282.0,0
bar,1708602676.7580514,66144.585,1549252.0,41199.0,0
bar,1708602676.8505423,48880.901,1217770.0,35583.0,0
bar,1708602676.9183774,73683.721,1687313.0,57251.0,0
bar,1708602677.0973067,166622.242,3903432.0,309508.0,0
bar,1708602677.3611941,223105.35,4535755.0,108093.0,0
bar,1708602677.8952975,333388.004,7331646.0,886778.0,0
bar,1708602678.3932064,177457.952,2643792.0,418883.0,0
bar,1708602678.7142751,105556.044,2306574.0,213378.0,0
bar,1708602678.8291733,67408.505,1563594.0,56641.0,0
bar,1708602678.9820516,25748.01,152465.0,11840.0,0
bar,1708602679.011869,28489.011,441527.0,25696.0,0
bar,1708602679.3084438,58477.562,924924.0,32349.0,0
bar,1708602683.6518624,27198.962,864743.0,14404.0,0
bar,1708602683.6865203,66049.885,1603878.0,43335.0,0
bar,1708602683.7789433,49483.026,1067197.0,34546.0,0
bar,1708602683.847266,74292.525,1654903.0,62622.0,0
bar,1708602684.0273733,166168.79,3793875.0,299682.0,0
bar,1708602684.2893505,231886.178,4714343.0,114746.0,0
bar,1708602684.8315656,326614.348,8504434.0,845152.0,0
bar,1708602685.324728,180756.995,2417901.0,425414.0,0
bar,1708602685.6457086,103885.143,1978205.0,203003.0,0
bar,1708602685.7586088,79092.934,1793391.0,62073.0,0
bar,1708602685.9247615,26255.238,396361.0,11840.0,0
bar,1708602685.954922,28587.824,706297.0,25512.0,0
bar,1708602686.2542,58557.27,1212216.0,32836.0,0
bar,1708602690.5940592,27914.114,879698.0,15503.0,0
bar,1708602690.629462,63836.458,1176755.0,42541.0,0
bar,1708602690.7195964,49601.805,1173520.0,35156.0,0
bar,1708602690.7880414,76700.863,1591793.0,64758.0,0
bar,1708602690.9700189,167194.229,2879082.0,297424.0,0
bar,1708602691.23454,234089.108,5312303.0,119263.0,0
bar,1708602691.7737281,347015.792,7049848.0,889646.0,0
bar,1708602692.2858706,175561.902,2729669.0,411009.0,0
bar,1708602692.600333,105906.307,2581048.0,209655.0,0
bar,1708602692.715267,70881.074,2271296.0,59875.0,0
bar,1708602692.8709624,27774.752,843992.0,13306.0,0
bar,1708602692.9039598,29858.188,499327.0,28015.0,0
bar,1708602693.2019935,60757.277,1779597.0,35095.0,0
bar,1708602697.657507,28615.451,1183530.0,13549.0,0
bar,1708602697.6939657,68093.46,2426813.0,46326.0,0
bar,1708602697.7840106,41790.891,2172968.0,34363.0,0
bar,1708602697.8426075,85800.21,2973015.0,66100.0,0
bar,1708602698.030716,379339.607,16195088.0,418883.0,0
bar,1708602698.4784107,260859.878,12998868.0,140319.0,0
bar,1708602699.0522285,388535.784,16133321.0,960630.0,0
bar,1708602699.6138918,236712.025,11084017.0,463072.0,0
bar,1708602699.9895298,89020.16,4831469.0,192260.0,0
bar,1708602700.0861585,55205.453,2741631.0,43091.0,0
bar,1708602700.2151341,32528.654,1541317.0,14283.0,0
bar,1708602700.2517202,27472.76,304748.0,24719.0,0
bar,1708602700.5525064,44572.027,1958980.0,20447.0,0
bar,1708602704.9047618,26539.378,652952.0,13367.0,0
bar,1708602704.9389002,49720.83,2304315.0,36316.0,0
bar,1708602705.0108087,41333.034,1755794.0,31067.0,0
bar,1708602705.0678573,55969.072,2683587.0,52490.0,0
bar,1708602705.2278078,134411.991,6491073.0,274230.0,0
bar,1708602705.4528244,174531.865,7840373.0,96008.0,0
bar,1708602705.934766,291570.923,12650541.0,808286.0,0
bar,1708602706.393185,153460.38,6703107.0,412963.0,0
bar,1708602706.6846154,88891.667,4104909.0,191345.0,0
bar,1708602706.7810593,49612.189,3105827.0,34851.0,0
bar,1708602706.9045396,32062.482,867002.0,11963.0,0
bar,1708602706.9410963,27688.676,941526.0,26978.0,0
bar,1708602707.2478302,43797.262,1438412.0,20996.0,0
bar,1708602711.6291533,26273.702,577635.0,12817.0,0
bar,1708602711.6629615,50075.77,2092341.0,39246.0,0
bar,1708602711.7348456,40822.134,1650570.0,32654.0,0
bar,1708602711.7916596,55770.244,3339103.0,52307.0,0
bar,1708602711.9520175,132899.955,5814194.0,262145.0,0
bar,1708602712.1748817,163496.115,7550334.0,86060.0,0
bar,1708602712.647763,293627.086,11929596.0,816526.0,0
bar,1708602713.1106937,147531.09,6431807.0,401367.0,0
bar,1708602713.396102,88777.791,3623159.0,192871.0,0
bar,1708602713.4923213,53905.482,2862664.0,37231.0,0
bar,1708602713.6188605,33084.703,1330685.0,14953.0,0
bar,1708602713.6559389,27190.623,701354.0,25208.0,0
bar,1708602713.9609666,44408.731,1853511.0,21911.0,0
bar,1708602718.3171396,25957.552,855527.0,12879.0,0
bar,1708602718.3506021,51929.912,3459403.0,40527.0,0
bar,1708602718.4245958,40541.114,1894038.0,31006.0,0
bar,1708602718.480813,55521.992,2476190.0,52979.0,0
bar,1708602718.640389,133426.162,6257918.0,270324.0,0
bar,1708602718.863859,164784.608,9037513.0,86853.0,0
bar,1708602719.3368127,309036.18,12861783.0,834349.0,0
bar,1708602719.8151078,146561.629,6056869.0,393126.0,0
bar,1708602720.0987837,88927.192,3762869.0,194030.0,0
bar,1708602720.1951578,53931.042,2801873.0,42541.0,0
bar,1708602720.3214276,33747.568,1303891.0,29785.0,0
bar,1708602720.3592033,27775.284,617125.0,27221.0,0
bar,1708602720.6659198,43653.696,1351620.0,21851.0,0
bar,1708602725.0133939,26067.907,940489.0,12939.0,0
bar,1708602725.0478008,35411.73,1326046.0,34668.0,0
bar,1708602725.09585,33049.585,1240048.0,33569.0,0
bar,1708602725.1443033,56286.775,2507440.0,47730.0,0
bar,1708602725.303598,131196.117,5948715.0,263671.0,0
bar,1708602725.523061,162990.66,8036783.0,86425.0,0
bar,1708602725.99198,291736.167,13971216.0,803831.0,0
bar,1708602726.4516947,144659.049,5479478.0,391234.0,0
bar,1708602726.7343316,88686.432,4286793.0,191955.0,0
bar,1708602726.8304768,53386.082,3277885.0,40405.0,0
bar,1708602726.955491,33166.425,1015012.0,14038.0,0
bar,1708602726.9927328,27058.313,324218.0,25391.0,0
bar,1708602727.295805,42992.556,1938227.0,19959.0,0
bar,1708602731.6334472,26198.81,203612.0,14160.0,0
bar,1708602731.667209,49652.47,3137504.0,36987.0,0
bar,1708602731.737906,39234.09,2062983.0,36682.0,0
bar,1708602731.7927828,59436.087,4468372.0,53040.0,0
bar,1708602731.9558992,130711.233,6923627.0,263732.0,0
bar,1708602732.176097,163748.036,7357159.0,86181.0,0
bar,1708602732.646874,304917.667,10975192.0,827879.0,0
bar,1708602733.116343,142968.321,5857651.0,386656.0,0
bar,1708602733.3970008,88609.113,3554678.0,194519.0,0
